CO2(g/s),Velocity(km/h),Acceleration(m/s2),EngineLoad(%),EngineRPM(rpm),ThrottlePosition(Manifold)(%),TurboBoost&VacuumGauge(psi), Altitude(m)
1.575223415,60.93789291,-0.556770958,35.68627548,2459.5,21.17647171,-7.30307531,249.7702668
1.555536703,58.93351746,-0.242520439,36.47058868,2437,21.17647171,-7.30307531,249.9795506
1.465219772,58.06044388,0.199874242,36.86274719,2406.5,20.7843132,-7.30307531,250.2487148
1.440572765,58.77999115,-0.106432172,8.62745094,2368.75,12.94117641,-9.33360291,250.7944464
1.367627127,58.39683533,-0.885251364,0,2284.25,14.11764717,-12.08932018,251.4830569
1.337717914,55.20993042,-0.809314517,0,2192.75,14.11764717,-11.94428253,251.920169
0,52.29639816,-0.467225181,0,2016.5,13.72549057,-11.94428253,252.5390284
0,50.61438751,-0.886505975,0,1928.5,13.72549057,-11.94428253,253.5662132
0,47.422966,-0.947487089,0,1829.75,12.94117641,-11.94428253,253.7618103
0.236464894,44.01201248,-0.882542928,0,1743.75,12.54901981,-11.94428253,253.8410028
0.050394434,40.83485794,-0.707556406,0,1638.75,12.15686321,-11.94428253,253.7465285
0.030900647,38.28765488,-1.196429994,0,1488.5,12.54901981,-11.94428253,253.7495128
0.037790399,33.9805069,-1.275691986,9.8039217,937.75,13.33333397,-9.91375446,253.8208735
0,29.38801575,-1.124689314,27.84313774,830,13.33333397,-9.91375446,254.0382961
0.151053897,25.33913422,-1.2771474,28.23529434,767.25,12.94117641,-9.76871681,254.2803597
0.099667231,20.74140358,-0.982925097,29.80392265,749,12.94117641,-9.76871681,254.5760983
0.007970421,17.20287323,-1.352930333,29.41176605,742.25,12.94117641,-9.62367916,254.8603432
0,12.33232403,-0.974936486,30.19607925,743.25,12.94117641,-9.76871681,255.0490783
0.021080925,8.82255268,-0.470749669,25.09803963,837.75,16.07843208,-8.31833935,255.4472519
0.00884473,7.12785387,0.23117145,42.35294342,1583.5,20,-7.01299953,255.6187511
0.004289076,7.96007109,0.395907428,34.11764908,1472.25,12.94117641,-12.08932018,255.7862259
0.370634822,9.38533783,0.135711033,13.33333397,1055.5,16.07843208,-9.62367916,255.8323322
0.998926695,9.87389755,0.119527181,23.52941132,916.75,13.72549057,-10.05879211,256.2542656
0.032284742,10.3041954,-0.405253833,39.60784531,1505.5,12.94117641,-9.0435276,256.8193625
0.022879057,8.8452816,-0.070030425,14.50980377,1578.25,10.1960783,-10.63894272,257.1441149
0.038709251,8.59317207,-0.039925308,12.15686321,1170.75,13.72549057,-9.18856621,257.1081561
0.437652358,8.44944096,-0.666350128,22.35294151,972.5,13.33333397,-9.91375446,256.9292147
0.02890354,6.0505805,-0.702356297,64.31372833,1338.75,20.7843132,-4.83743382,256.9367546
0.136683338,3.52209783,1.629402836,79.21569061,1558,25.09803963,-2.22675419,257.2049088
0.553031569,9.38794804,1.583197911,66.27451324,2486,18.03921509,-12.08932018,258.112376
1.164758406,15.08746052,0.615644189,3.52941179,1693,17.25490189,-3.38705635,258.5026659
2.432637189,17.3037796,1.171592608,86.27451324,2111.25,43.92156982,-0.63133907,259.0647434
0.00594075,21.52151299,2.121137511,96.47058868,2558.5,48.23529434,-0.63133907,259.4863753
1.766622705,29.15760803,0.474463569,10.1960783,2830.75,51.37255096,-10.05879211,260.0560386
3.34477332,30.86567688,0.630347994,42.35294342,1706.25,12.94117641,-7.88322592,260.2027194
4.089881492,33.13492966,1.160038842,54.11764908,1792,23.13725471,-5.12750912,260.0064326
0.157205382,37.31106949,0.682971742,98.4313736,1869.75,45.09804153,-1.35652828,258.9724087
0.786948946,39.76976776,-0.196286308,97.2549057,1991,46.27450943,-0.63133907,257.6523391
1.2517727,39.06313705,0.427651936,96.86274719,2125.75,46.66666794,-0.63133907,257.5271549
2.12875717,40.60268402,1.367921831,94.11764526,2280,50.19607925,-0.63133907,258.210077
2.999454556,45.52720261,-0.055716833,43.92156982,2440.25,13.33333397,-0.63133907,258.6121488
3.761080425,45.32662201,-0.263376236,3.52941179,1782,16.47058868,-5.85269737,260.2518222
3.82724696,44.37846756,-0.247036617,60.39215851,1783.75,27.45098114,-0.77637672,260.9707134
0.28648224,43.48913574,0.399425294,99.60784149,1828.5,44.31372452,-0.63133907,261.5908963
1.206810375,44.9270668,0.489992567,99.60784149,1878.5,44.70588303,-0.63133907,261.9543417
2.09567762,46.69104004,1.129531861,100,1928.75,45.49019623,-0.63133907,262.8667491
2.192744372,50.75735474,-0.094262231,100,1970,45.88235474,-0.63133907,263.3550197
2.38322938,50.41801071,0.305679111,99.60784149,2089.75,46.27450943,-0.63133907,264.5553175
2.648632912,51.51845551,0.733911725,99.60784149,2140.75,46.66666794,-0.63133907,264.5771866
3.247636646,54.16053772,0.252115461,95.29412079,2187,47.05882263,-0.63133907,264.6812844
3.367555437,55.06815338,0.031686358,79.21569061,2229.25,26.66666794,-5.12750912,264.6041044
2.927353993,55.18222427,0.173719194,0,1884.25,14.50980377,-12.23435783,264.8006889
3.089431335,55.80761337,-0.369550917,0,1271.5,12.15686321,-11.36413193,265.0412069
1.507033966,54.47723007,-0.645982953,10.1960783,1619.75,14.11764717,-11.79924488,265.3406198
0,52.15169144,-0.642567742,49.01960754,1600.75,20,-8.02826405,265.8298945
0.071248025,49.83844757,0.251853731,41.96078491,1614.25,18.03921509,-6.28781128,265.8684048
0.342892035,50.745121,0.104411444,23.13725471,1612,12.15686321,-8.463377,265.9212451
0.655178038,51.1210022,-0.088302825,0,1599.75,12.54901981,-11.94428253,266.1036914
0.422473367,50.80311203,-0.355857214,0,1541,12.54901981,-11.94428253,266.5032952
0.066702475,49.52202606,-0.434934828,0,1514.75,12.54901981,-11.94428253,266.7141953
0.054870849,47.95626068,-0.171851053,0,1491.75,12.54901981,-11.94428253,266.9764785
0,47.33759689,-0.042620764,0,1473.5,12.54901981,-11.94428253,266.9984916
0.539376815,47.18416214,-0.228998397,0,1450.5,12.54901981,-11.94428253,267.0655906
0.433605583,46.35976791,-0.407657622,0,1430.25,12.54901981,-11.94428253,267.1545204
0,44.89220047,-0.079994203,0,1382.25,12.54901981,-11.94428253,267.22449
0,44.60422134,-0.163370767,5.49019623,1350.25,12.15686321,-11.94428253,267.2974664
0.191547561,44.01608658,-0.869428847,18.03921509,1238,12.15686321,-11.79924488,267.3930288
0.147689129,40.88614273,-1.011189356,20.3921566,1214.75,13.33333397,-10.92901802,267.4413608
0.101160834,37.24586105,-0.222270753,21.96078491,1174,14.11764717,-10.49390602,267.1413297
0.145098771,36.44568634,-0.597654978,23.92156982,1094.5,13.72549057,-10.20382977,267.1660206
0.183828381,34.29412842,-0.893803703,22.35294151,1053.25,13.72549057,-10.20382977,267.2212536
0.11975459,31.07643509,-1.326656872,21.17647171,988.75,13.33333397,-10.05879211,266.3315311
0.065603985,26.30047035,-1.292109489,27.05882454,875.25,12.94117641,-10.20382977,266.4375885
0.005867514,21.64887619,-0.859457653,28.62745094,801.25,12.94117641,-9.91375446,265.9607097
0,18.55482864,-1.2871827,28.62745094,761.5,12.94117641,-9.91375446,264.8801363
0,13.92097092,-1.611273819,28.23529434,773.25,12.94117641,-9.76871681,264.9494854
0,8.12038517,-1.587911644,29.80392265,750.25,12.94117641,-9.91375446,266.0324571
0.058707354,2.40390325,-0.052542753,29.80392265,747.5,12.94117641,-9.76871681,266.3449635
0,2.21474934,-0.61520815,30.58823586,739,12.94117641,-9.76871681,266.1189243
0.001408825,0,0.492638781,31.37254906,740,12.94117641,-9.76871681,266.1189243
0,1.77349961,-0.492638781,31.76470566,736.75,12.94117641,-9.76871681,265.2123989
0.010356926,0,0,30.58823586,749.75,12.94117641,-9.76871681,265.2123989
0,0,0,30.58823586,750.25,12.94117641,-9.76871681,265.1229739
0,0,0,29.41176605,763.25,12.94117641,-9.76871681,265.1229739
0,0,0,29.80392265,754.25,12.94117641,-9.76871681,265.1229739
0.055539363,0,0,30.98039246,745.5,12.94117641,-9.76871681,265.1229739
0,0,0,29.41176605,756,12.94117641,-9.76871681,265.1229739
0,0,0,68.62744904,832.75,21.56862831,-9.76871681,265.1229739
0,0,2.424919606,68.62744904,1741.5,29.41176605,-3.532094,265.1229739
0,8.72971058,1.425787608,49.01960754,2510,23.13725471,-5.56262207,264.2458027
1.24051076,13.86254597,1.367601022,9.01960754,2734,23.92156982,-11.65420723,264.0671372
1.437068676,18.78590965,0.179615022,33.33333206,1586.5,21.17647171,-9.47864151,264.1093926
2.274705225,19.43252373,0.826936828,61.56863022,1758.75,27.84313774,-4.83743382,264.3454543
0,22.40949631,0.990690125,95.6862793,2138,31.76470566,-0.63133907,264.3340462
1.005314888,25.97598076,1.176830397,23.92156982,2557.75,15.68627453,-12.08932018,264.5897186
3.265269256,30.21257019,0.481103792,69.01960754,1602.5,16.47058868,-6.28781128,264.6735886
2.701577833,31.94454384,0.35032855,67.84313965,1759.5,23.92156982,-3.2420187,264.9695204
0,33.20572662,0.737858881,51.76470566,1874.25,21.56862831,-4.54735851,264.700713
1.16713565,35.86201859,0.694165758,50.58823776,1987.5,23.52941132,-5.85269737,264.8285734
1.332609834,38.36101532,0.532646178,70.19608307,2129.25,27.05882454,-3.2420187,264.7604229
1.601576117,40.27854156,0.473696392,28.62745094,2288.25,13.33333397,-12.08932018,264.5815323
2.087692177,41.98384857,0.126784642,0,1755.25,13.72549057,-9.0435276,264.4924517
2.540978996,42.44027328,0.048335394,52.15686417,1789,18.8235302,-5.99773598,264.533471
0.482695286,42.6142807,0.806057189,41.96078491,1853.5,20.7843132,-6.43284893,264.8174576
0.47165511,45.51608658,0.787898169,37.25490189,1920.5,19.2156868,-7.30307531,264.5063745
1.033073812,48.35251999,0.473148558,39.2156868,1963.75,20,-7.73818827,264.3818563
0.840305307,50.0558548,0.316931406,39.60784531,2030.5,20,-7.30307531,263.956837
0.679052331,51.19680786,0.262449053,38.4313736,2134,20,-7.59315062,263.744842
0.902991604,52.14162445,0.351487267,35.68627548,2191.25,20,-7.73818827,263.3341845
1.146445158,53.40697861,0.473126306,34.50980377,2245.25,20,-7.88322592,263.0461036
1.15195657,55.11023331,0.561084747,28.23529434,2295.75,13.33333397,-8.02826405,262.7717519
1.405904723,57.1301384,0.281300014,10.58823586,1702.5,12.15686321,-12.08932018,262.3990733
1.463853243,58.14281845,-0.051856569,4.70588255,1558.25,12.94117641,-12.08932018,261.3687799
0.229687536,57.9561348,0.021146136,7.84313726,1791.25,12.94117641,-11.79924488,260.2304995
0.418693911,58.03226089,-0.101743272,34.11764908,1811.75,14.90196133,-9.62367916,259.5145172
0.041601405,57.66598511,0.158557892,35.29411697,1834.75,16.86274529,-8.02826405,259.3657822
0.078942959,58.23679352,0.184196894,16.86274529,1856.75,14.11764717,-10.34886742,259.1357614
0.297384431,58.89990234,0.04793485,18.8235302,1862.5,16.47058868,-11.50916958,258.9251782
0.408402322,59.0724678,0.212740369,27.45098114,1890.5,16.86274529,-9.33360291,258.7255601
0.16744382,59.83833313,0.356154972,27.05882454,1916,17.25490189,-9.33360291,258.3299857
0.107926672,61.12049103,0.318450928,27.05882454,1939.5,16.86274529,-9.33360291,257.8451128
0.208980687,62.26691437,0.189950731,18.03921509,1960.75,14.11764717,-10.34886742,257.4610065
0.421784077,62.950737,0.090319317,7.84313726,1968,13.72549057,-11.79924488,257.0864776
0.231789957,63.27588654,-0.058817336,0,1971.75,13.72549057,-11.94428253,256.7643825
0,63.06414413,-0.073339672,0,1960.75,13.72549057,-11.79924488,256.4628596
0.03743285,62.80012131,-0.176666047,0,1956.25,13.72549057,-11.94428253,256.098891
0,62.16412354,-0.046943031,0,1952.5,13.72549057,-11.94428253,255.6480414
0.172310456,61.99512863,0.065129597,0,1948.25,13.72549057,-11.94428253,255.1627126
0.094901976,62.22959518,0.125854281,0,1949,13.72549057,-11.94428253,253.840399
0.11061446,62.68267059,0.150833131,0,1951.75,13.72549057,-11.94428253,253.0720308
0.049157845,63.22566986,-0.186338425,25.88235283,1968.5,16.07843208,-9.91375446,252.8420614
0.021267309,62.55485153,0.120081372,14.11764717,1983.75,16.86274529,-10.34886742,252.404318
0.018385194,62.98714447,-0.140299267,12.94117641,2004.5,13.33333397,-12.08932018,251.8117899
0.236215918,62.48206711,0.220146178,12.94117641,2011.25,13.33333397,-12.23435783,251.0084113
0.083426195,63.27459335,0.111179353,4.70588255,2027.25,14.11764717,-12.23435783,250.2550173
0.057326742,63.67483902,0.381267336,0,2059.25,14.11764717,-11.94428253,249.1125889
0.055749464,65.04740143,-0.086786483,0,2073.5,14.11764717,-11.94428253,248.4095143
0.100139145,64.73497009,0.489932167,27.84313774,2072.25,14.11764717,-10.05879211,247.0559727
0.078226958,66.49872589,0.353984833,3.52941179,2126,14.50980377,-12.37939644,246.8620895
0.028154489,67.77307129,0.142074161,0,2141.75,14.11764717,-11.79924488,246.385597
0.449675646,68.28453827,0.229814317,0,2163.75,14.11764717,-11.94428253,245.4221957
0.037660895,69.11186981,0.226877,0,2187.5,14.11764717,-11.94428253,244.4295174
0.093709665,69.92862701,0.282130772,0,2217.25,14.11764717,-11.94428253,243.3615489
0.049754199,70.94429779,0.265947978,0,2236.5,14.11764717,-11.94428253,242.3605616
0,71.90171051,0.076603358,0,2244,14.11764717,-11.94428253,241.5430072
0,72.1774826,-0.110867817,0,2242,14.11764717,-11.94428253,240.5093096
0,71.77835846,-0.144456228,0,2245,14.11764717,-11.94428253,239.6696694
0.114299772,71.25831604,-0.011187658,0,2237,14.50980377,-11.94428253,238.9086709
0.057550465,71.21804047,-0.103352867,0,2232.5,14.90196133,-11.94428253,238.1160796
0,70.84597015,0.016263328,22.74509811,2239.5,18.03921509,-11.07405663,237.5143424
0,70.90451813,0.144312117,32.54901886,2246.75,20,-9.0435276,236.7488137
0.023297076,71.42404175,0.418711767,35.29411697,2276.75,20.3921566,-7.88322592,236.2900981
0.071960377,72.93140411,0.099805197,33.72549057,2283.25,20.3921566,-7.88322592,235.9390019
0.075337212,73.29070282,-0.060579511,26.27450943,2274.25,18.8235302,-9.18856621,235.579694
0.082164346,73.07261658,-0.125925278,31.76470566,2258.25,18.4313736,-8.60841465,235.3816753
0.228685706,72.61928558,-0.230954486,33.72549057,2229.25,20,-8.1733017,235.0816709
0.490424011,71.78784943,-0.453828178,36.47058868,2205,20.3921566,-7.88322592,234.8156593
1.051344417,70.15406799,-0.311762492,34.50980377,2180,19.6078434,-7.59315062,234.4473216
0.973092666,69.03172302,-0.110185411,31.76470566,2076.5,18.8235302,-8.463377,234.2963672
1.208306112,68.63505554,-0.555987886,2.74509811,2005,16.47058868,-12.08932018,234.4002413
0.796098429,66.63349915,-1.116867067,0,1936.75,13.72549057,-11.79924488,234.2713081
0.643888276,62.61277771,-0.919013553,38.4313736,1872,20,-10.20382977,233.7699748
0,59.30432892,-0.364679761,44.31372452,1843.5,20,-6.57788658,233.2183645
0,57.99148178,0.000898572,45.49019623,1822.25,20,-6.43284893,232.9533247
0.739907825,57.99471664,-0.109915203,43.13725662,1813,18.03921509,-6.57788658,233.359302
0.642984848,57.59902191,-0.330363378,32.94117737,1789.75,17.64705849,-8.31833935,234.4380971
0.829167278,56.40971375,-0.154674319,33.72549057,1766.25,17.64705849,-9.76871681,234.9661661
0.235692421,55.8528862,-0.119176442,0,1726.5,11.76470566,-12.23435783,235.1122187
0.233615843,55.42385101,-0.415404636,0,1698.75,12.94117641,-11.79924488,234.9223748
0.011331352,53.92839432,-0.299818253,0,1674.5,12.54901981,-11.94428253,234.9183476
0.150529661,52.84904861,-0.126446617,0,1663.5,12.54901981,-11.94428253,234.965179
0.040449652,52.39384079,-0.096806419,0,1650,12.54901981,-11.94428253,235.0953943
0.101187844,52.04533768,-0.132720736,0,1646.5,12.54901981,-11.94428253,235.1467249
0.092119934,51.56754303,0.043675106,0,1654.25,12.54901981,-11.94428253,234.9908651
0,51.72477341,0.010902617,0,1667.5,12.54901981,-11.94428253,234.679262
0.163139909,51.76402283,0.03252665,0,1687,12.54901981,-11.94428253,234.2523408
0.099787406,51.88111877,0.168555578,0,1708.25,12.54901981,-11.94428253,233.8918456
0.207369336,52.48791885,0.463469825,0,1702.5,12.54901981,-11.94428253,233.5544709
0.169565019,54.15641022,-0.357720058,0,1584.5,12.54901981,-11.94428253,233.2928579
0.039037587,52.86861801,-0.724797778,0,1573.75,12.15686321,-11.94428253,233.0795378
0.028989887,50.25934601,-0.503458447,0,1584.75,12.54901981,-11.94428253,232.6796646
0,48.4468956,-0.01654625,0,1535.75,12.54901981,-12.08932018,232.0198923
0.008305856,48.3873291,-0.043094422,0,1503.75,12.54901981,-11.79924488,231.2874977
0.0134163,48.23218918,-1.272876528,6.27450991,1357,12.15686321,-11.94428253,230.9214867
0,43.64983368,-0.295844608,12.54901981,1365.75,11.76470566,-12.08932018,230.931878
0.035921648,42.58479309,-0.066981844,11.37254906,1339.25,12.15686321,-12.23435783,230.3773699
0.02640003,42.34365845,-1.053001617,16.86274529,1238.75,14.90196133,-11.94428253,230.0049341
0.028341602,38.55285263,-0.882347956,20.7843132,1022.75,13.72549057,-10.20382977,230.0944007
0.009002434,35.37639999,-1.420872475,22.35294151,845,13.33333397,-10.20382977,230.1870347
0.019583989,30.26125908,-1.844396061,29.41176605,776.5,12.94117641,-10.05879211,230.3571384
0.009332211,23.62143326,-1.758122444,31.76470566,753.25,12.94117641,-9.91375446,230.1415439
0,17.29219246,-0.804996756,29.41176605,814.5,13.33333397,-9.62367916,229.893217
0,14.39420414,-0.602136189,55.68627548,1408.5,20.3921566,-8.7534523,230.0682398
0,12.22651386,0.658313964,57.64706039,1558.25,21.96078491,-5.12750912,230.5405659
0.006666379,14.59644413,0.949377219,70.19608307,1757.25,25.09803963,-3.38705635,231.1870704
0.548242999,18.01420212,1.361630758,69.80392456,2310.25,25.49019623,-4.25728226,232.2559384
1.222438001,22.91607285,1.370763247,10.58823586,2501.25,24.70588303,-9.47864151,231.8812363
1.599978089,27.85082054,0.561301444,29.41176605,1431.5,14.11764717,-11.94428253,231.5088028
2.049251313,29.87150574,-0.511017375,51.76470566,1560.5,20,-5.85269737,230.4110853
0,28.03184319,0.882374444,42.35294342,1626.75,17.64705849,-6.14277363,227.9524573
0.479161156,31.20839119,0.410645272,20,1656,17.25490189,-10.05879211,226.6297005
0.614052106,32.68671417,-0.101074642,51.37255096,1683.75,22.74509811,-7.88322592,226.9903138
0.267042593,32.32284546,0.041212506,90.19608307,1782,44.31372452,-0.63133907,227.5930212
0.721717101,32.47121048,1.402578353,100,2207.75,46.66666794,-0.63133907,228.3995376
1.762079593,37.52049255,1.634955936,99.60784149,2406.75,49.01960754,-0.63133907,228.4061562
2.497272587,43.40633392,1.53008885,85.49019623,2620.25,50.98039246,-0.63133907,228.0602697
3.706492435,48.91465378,0.909288194,9.01960754,2165,19.2156868,-12.23435783,227.7871179
4.073820452,52.18809128,0.361097122,61.96078491,1986.25,30.19607925,-6.14277363,226.9786861
0.400855194,53.48804092,0.058652031,99.60784149,2071,46.66666794,-0.63133907,226.6447759
0.464519801,53.69918823,0.230694878,99.60784149,2175.25,48.23529434,-0.63133907,227.2452533
3.260877025,54.52968979,0.688138539,99.60784149,2257.5,49.41176605,-0.63133907,227.411357
2.899114355,57.00698853,0.580322475,100,2424.75,50.19607925,-1.21149063,227.9812424
3.292399224,59.09614944,0.399393506,65.88235474,2478.5,29.01960754,-2.9519434,228.3767516
3.643489884,60.53396606,0.380615658,48.23529434,2527.75,27.84313774,-3.8221693,228.3703136
3.438780909,61.90418243,0.3848913,32.15686417,2557.5,23.13725471,-7.44811296,228.4925382
3.178688407,63.28979111,0.288756689,32.15686417,2569,19.6078434,-7.01299953,228.4459645
2.279279943,64.32931519,-0.228488711,40,2572.25,26.66666794,-8.1733017,228.3550593
1.559241962,63.50675583,0.403604508,75.6862793,2617.25,49.41176605,-2.66186714,228.2623465
1.203175986,64.95973206,0.448862711,99.21569061,2773.5,52.94117737,-0.63133907,228.5505888
3.373861386,66.57563782,0.692592197,94.50980377,2857.25,53.33333588,-0.63133907,228.8709661
4.207796113,69.06896973,0.780294206,92.94117737,2924.25,53.72549057,-0.63133907,229.0826046
4.18281625,71.87802887,0.924625397,83.13725281,3018.5,16.07843208,-0.77637672,229.4247392
4.711397494,75.2066803,0.273876189,0,2584.25,13.72549057,-12.08932018,229.704606
5.480000603,76.19263458,-0.159971447,22.74509811,2123.5,21.17647171,-10.34886742,230.3007486
0.591364119,75.61673737,-0.430170697,92.15686798,2320.25,49.80392075,-1.50156593,230.6240307
0.276463792,74.06812286,0.549223158,100,2404.75,50.19607925,-0.63133907,231.0104642
2.90597905,76.04532623,0.482207406,100,2448.75,50.58823776,-0.63133907,231.1931666
3.723862015,77.78127289,0.30017005,100,2490.25,50.98039246,-0.63133907,230.9711318
3.748464489,78.86188507,0.288111369,99.60784149,2525.75,51.76470566,-0.63133907,230.7755808
3.84742772,79.899086,0.401825375,100,2564.75,52.15686417,-0.63133907,230.8138629
4.144334865,81.34565735,0.418917339,97.2549057,2610.25,51.76470566,-0.63133907,231.3094
3.981463287,82.85375977,0.645196703,90.98039246,2644.5,40.7843132,-0.63133907,231.6665397
4.166089899,85.1764679,0.461071861,78.03921509,2678.5,31.76470566,-1.64660358,231.7628083
4.348875571,86.8363266,0.195643106,61.56863022,2702,26.27450943,-5.56262207,232.0819721
3.889644733,87.54064178,-0.051284364,40,2708.25,21.17647171,-5.56262207,232.1843557
3.75563041,87.35601807,-0.061433581,27.84313774,2703.75,20,-8.463377,232.197997
2.507701189,87.13485718,0,26.66666794,2702.75,19.6078434,-8.463377,231.5952568
1.761521231,87.13485718,-0.255413056,25.49019623,2685,20,-8.02826405,231.5952568
1.722357309,86.21537018,-0.2678193,38.03921509,2678.25,20.3921566,-7.15803719,231.1609105
1.608815614,85.2512207,0.071811678,34.11764908,2684.5,20.7843132,-7.15803719,231.2596738
1.784868654,85.50974274,-0.169614158,32.54901886,2678,20.3921566,-7.59315062,231.37466
1.844897939,84.89913177,-0.006209478,30.19607925,2671.25,20.3921566,-7.73818827,231.33346
2.063544118,84.87677765,-0.075836181,30.19607925,2673.25,20.3921566,-7.88322592,231.5246184
1.582949426,84.6037674,-0.033908422,30.19607925,2665,20.3921566,-7.73818827,231.7641107
1.706354139,84.48169708,-0.284237331,30.19607925,2656,20.3921566,-7.73818827,231.9597659
1.714012195,83.45844269,0.116305881,30.58823586,2646.25,20.3921566,-7.73818827,231.8637724
1.649519502,83.87714386,-0.110121833,31.37254906,2643.25,20.3921566,-7.59315062,231.4917998
1.741699588,83.48070526,-0.038899317,33.33333206,2641,20.7843132,-7.44811296,231.2740743
1.753000195,83.34066772,-0.050597719,35.68627548,2643,21.56862831,-6.43284893,231.4125197
1.980878779,83.15851593,0.099860297,40.39215851,2647.5,22.35294151,-6.28781128,231.1453633
1.807869123,83.518013,0.175724031,40,2658.75,22.35294151,-6.14277363,231.1262068
2.182685058,84.15061951,0.013540056,40,2661.25,22.35294151,-6.28781128,231.1110752
2.121779789,84.19936371,0.245159997,40,2669.75,22.35294151,-6.28781128,231.0174976
2.145742545,85.0819397,-0.06345325,39.60784531,2675.25,22.35294151,-6.28781128,230.8333619
2.488235917,84.853508,-0.270476872,39.60784531,2676.25,22.35294151,-6.28781128,230.3163734
2.462117345,83.87979126,0.219484964,49.80392075,2678.75,24.31372643,-5.12750912,230.0930742
2.400320428,84.66993713,0.176618364,36.86274719,2682,21.56862831,-6.72292423,229.6966443
2.447042206,85.30576324,0.008945467,38.03921509,2676.25,21.56862831,-6.57788658,229.4797453
2.514903129,85.33796692,-0.251897178,38.03921509,2672.75,21.96078491,-6.57788658,229.4136706
1.806622048,84.43113708,-0.197800528,40,2662.75,22.35294151,-6.43284893,229.4243389
2.202626195,83.71905518,-0.059894986,40,2655.75,22.35294151,-6.28781128,229.3945677
2.244356173,83.50343323,0.291796789,40.39215851,2645,22.35294151,-6.14277363,229.5170626
2.105353526,84.55390167,-0.103335908,40.39215851,2634,22.35294151,-6.14277363,230.3255213
2.373442245,84.1818924,-0.359524622,40.39215851,2614.25,22.35294151,-6.14277363,231.4106601
2.204313886,82.88760376,-0.262786017,40.7843132,2594.75,22.35294151,-6.14277363,232.340255
1.964295043,81.9415741,-0.168202719,38.82352829,2570,22.35294151,-6.28781128,232.9844057
2.332051758,81.33604431,-0.209503172,37.25490189,2542.5,21.17647171,-6.57788658,233.674267
2.271783968,80.58183289,-0.352300008,37.64706039,2521.5,21.17647171,-6.72292423,234.350309
2.16312695,79.31355286,-0.278246139,38.03921509,2497.75,21.17647171,-6.57788658,235.1212965
1.905216621,78.31186676,-0.187047322,38.4313736,2476.75,21.56862831,-6.57788658,235.8250013
1.994369743,77.6384964,-0.193820531,38.4313736,2456.25,21.56862831,-6.57788658,236.6575798
1.779368248,76.94074249,-0.177523294,38.82352829,2439.5,21.56862831,-6.43284893,237.3350799
1.817695352,76.30165863,-0.036193,39.2156868,2419.5,21.56862831,-6.43284893,237.551287
1.653389466,76.17136383,-0.161200631,39.2156868,2408.5,21.56862831,-6.43284893,237.7783236
1.885311622,75.59104156,0.134389667,41.96078491,2410.5,21.56862831,-6.43284893,237.9587292
2.053059692,76.07484436,0.085144044,43.92156982,2413,22.35294151,-5.70765972,237.8731764
1.876444394,76.38136292,0.043754575,43.92156982,2412.5,22.35294151,-5.70765972,238.0650987
1.832934498,76.53887939,0.194814472,43.92156982,2420,22.35294151,-5.70765972,238.4525979
2.121321851,77.24021149,-0.149612428,43.13725662,2421.75,21.56862831,-5.70765972,238.7640484
1.984078676,76.70160675,0.024799772,40,2430,21.56862831,-6.28781128,239.0479902
2.307652251,76.79088593,0.210948519,39.60784531,2449,21.56862831,-6.28781128,239.2649024
2.005634293,77.5503006,0.132978228,38.82352829,2458,21.56862831,-6.43284893,239.3191868
2.280112397,78.02902222,0.134323967,38.4313736,2466.75,21.56862831,-6.57788658,239.3945744
1.738662284,78.5125885,-0.046045514,34.90196228,2474.5,20.7843132,-6.86796188,239.3314135
1.837324351,78.34682465,0.104272631,30.19607925,2486,20.7843132,-7.30307531,239.1898855
1.973071587,78.72220612,0.216946072,27.84313774,2493,18.4313736,-7.88322592,238.928499
1.950560598,79.50321198,-0.013249717,23.13725471,2491.75,18.03921509,-8.89849091,238.6783204
1.613444043,79.455513,-0.0182724,23.13725471,2492.75,18.03921509,-9.0435276,238.5245223
1.238522856,79.38973236,0.051661597,21.96078491,2497.25,17.64705849,-9.18856621,238.303173
1.008314898,79.57571411,-0.027400122,18.4313736,2500.25,16.86274529,-10.05879211,238.2729471
1.166263814,79.47707367,0.059687297,18.03921509,2507.5,16.86274529,-10.05879211,238.0904027
0.764236501,79.69194794,0.077440472,16.86274529,2504.25,16.07843208,-10.34886742,237.5175766
1.013775814,79.97073364,-0.205493503,17.25490189,2510,16.07843208,-10.34886742,237.2094169
0.640912774,79.23095703,0.309111278,27.84313774,2517.25,19.6078434,-9.18856621,236.7926531
0.589256888,80.34375763,0.077662997,32.15686417,2537.75,20.3921566,-7.73818827,236.4913079
0.609339114,80.62334442,0.056538053,33.33333206,2546,20.7843132,-7.30307531,236.1791831
1.661022051,80.82688141,-0.128481122,34.90196228,2574.25,20.7843132,-7.01299953,236.0830284
1.805063515,80.36434937,0.535441503,36.47058868,2584.5,21.17647171,-7.01299953,235.9830793
1.642185643,82.29193878,-0.193523831,36.47058868,2591.25,21.17647171,-6.86796188,235.7131465
1.852848567,81.59525299,0.109505125,36.86274719,2596.5,22.35294151,-6.86796188,235.9174182
2.208140781,81.98947144,0.20453135,44.31372452,2607,23.13725471,-5.99773598,235.8967182
1.906870902,82.7257843,0.387664372,49.41176605,2620.5,24.31372643,-5.41758442,236.0482587
2.182809572,84.12137604,-0.098152161,54.50980377,2636.75,25.49019623,-4.40232086,235.9723404
